date,voie,date,voie
2019-01,alleedumanoir,1,1
2019-01,alleemahatmagandhi,1,1
2019-01,alleemermoz,1,1
2019-01,alsacelorrained,1,1
2019-01,argelessurmeravenued,1,1
2019-01,arrasrued,1,1
2019-01,avandremaginot,1,1
2019-01,avberthelot,1,1
2019-01,avechomedeydemaisonneuve,1,1
2019-01,avedeseyquems,1,1
2019-01,avenuecervantes,1,1
2019-01,avenuedaumesnil,1,1
2019-01,avenuedelamandier,1,1
2019-01,avenuedelamottepicquet,1,1
2019-01,avenuedelaportedechoisy,1,1
2019-01,avenuedelaportedeclichy,1,1
2019-01,avenuedepalavas,1,1
2019-01,avenuedeparis,1,1
2019-01,avenuedepernay,1,1
2019-01,avenuedereims,1,1
2019-01,avenuedesalanque,1,1
2019-01,avenuedesnations,1,1
2019-01,avenueditalie,1,1
2019-01,avenuedulanguedoc,1,1
2019-01,avenuedupolygone,1,1
2019-01,avenuefelixeboue,1,1
2019-01,avenuejeanjaures,1,1
2019-01,avenuejeanxxiii,1,1
2019-01,avenuemariereynoard,1,1
2019-01,avenuemendesfrance,1,1
2019-01,avenuepaulverlaine,1,1
2019-01,avenueracine,1,1
2019-01,avenueraymondpoincare,1,1
2019-01,avenuesimonbolivar,1,1
2019-01,avfelixfaure,1,1
2019-01,avmenelotte,1,1
2019-01,bdalberter,1,1
2019-01,bdchurchillwinston,1,1
2019-01,bdmarechaljuin,1,1
2019-01,bdmarechalleclerc,1,1
2019-01,bdmatabiau,1,1
2019-01,begonrondpointetrue,1,1
2019-01,birgeboulevard,1,1
2019-01,boulevardbarbes,1,1
2019-01,boulevardbourrely,1,1
2019-01,boulevarddelaboutiere,1,1
2019-01,boulevarddelamayolle,1,1
2019-01,boulevarddelattredetassigny,1,1
2019-01,boulevarddelhopital,1,1
2019-01,boulevarddiderot,1,1
2019-01,boulevarddutemple,1,1
2019-01,boulevardfredericmistral,2,2
2019-01,boulevardjoffre,1,1
2019-01,boulevardmorland,1,1
2019-01,boulevardney,1,1
2019-01,boulevardpreplantin,1,1
2019-01,boulevardsaintmichel,1,1
2019-01,boulevardverddesaintjulien,1,1
2019-01,brossecheminedela,1,1
2019-01,canalsaintmartin,1,1
2019-01,chausseejulescesar,1,1
2019-01,cheminducentre,1,1
2019-01,cheminsaintleonard,1,1
2019-01,coursgaylussac,1,1
2019-01,crepeauavenuemichel,1,1
2019-01,crsdalbret,1,1
2019-01,crsdelyser,1,1
2019-01,deaetaporte,1,1
2019-01,delattredetassigny,1,1
2019-01,descharmettes,1,1
2019-01,desetatsunis,1,1
2019-01,francoismitterand,1,1
2019-01,genetrocadeacotedebeautecours,1,1
2019-01,girardotrue,1,1
2019-01,impasseetruedusgtblandan,1,1
2019-01,jouvetsquare,1,1
2019-01,jusquaunborriglione,1,1
2019-01,leparvis,1,1
2019-01,lyonavenuede,1,1
2019-01,majorallard,1,1
2019-01,mars,1,1
2019-01,pasteuravenue,1,1
2019-01,pistecyclablechemindessablons,1,1
2019-01,placealphonsecanovas,1,1
2019-01,placeanatolefrance,1,1
2019-01,placechoiseul,1,1
2019-01,placedelarepublique,1,1
2019-01,placedelaroulais,1,1
2019-01,placeditalie,1,1
2019-01,placedumai,1,1
2019-01,placejeanletellier,1,1
2019-01,placejeanxxiii,1,1
2019-01,placeskanderbeg,1,1
2019-01,pontigouruedu,1,1
2019-01,pontsaintsauveur,1,1
2019-01,quaidejemmapes,1,1
2019-01,quaidesgrandsaugustins,1,1
2019-01,quaidevalmy,1,1
2019-01,quaidorsay,1,1
2019-01,quailamartine,1,1
2019-01,quaisaintjean,1,1
2019-01,rdetoulon,1,1
2019-01,rduguesclin,2,2
2019-01,rduvieuxchateau,1,1
2019-01,republiqueavenuedelacotepairs,1,1
2019-01,republiqueboulevarddela,1,1
2019-01,rhenon,1,1
2019-01,rmazenod,1,1
2019-01,roireneboulevard,1,1
2019-01,rompsayavenuede,1,1
2019-01,rondpointbonrencontre,1,1
2019-01,rondpointdutraitederome,1,1
2019-01,rondpointjeromepugens,1,1
2019-01,routedegruissan,1,1
2019-01,routedolivet,1,1
2019-01,rraoulservant,1,1
2019-01,ruealbertthomas,1,1
2019-01,ruealexandredumas,1,1
2019-01,ruealphandery,1,1
2019-01,ruebaronlouis,1,1
2019-01,rueburruntz,1,1
2019-01,ruecalixtecamelle,1,1
2019-01,ruedamremont,1,1
2019-01,ruedassas,1,1
2019-01,ruedecastiglione,1,1
2019-01,ruedecercay,1,1
2019-01,ruedecharenton,1,1
2019-01,ruedechateaudun,2,2
2019-01,ruedehochfelden,1,1
2019-01,ruedelachine,1,1
2019-01,ruedelacroixlormel,1,1
2019-01,ruedelarepublique,1,1
2019-01,ruedelefuye,1,1
2019-01,ruedelembellie,1,1
2019-01,ruedelourmel,1,1
2019-01,ruedemiromesnil,1,1
2019-01,ruedesaintehelene,1,1
2019-01,ruedesaintilan,1,1
2019-01,ruedesavigny,1,1
2019-01,ruedesbateliers,1,1
2019-01,ruedescouronnes,1,1
2019-01,ruedeseze,1,1
2019-01,ruedesfrereslumiere,1,1
2019-01,ruedesquatrefils,1,1
2019-01,ruedestiennedorves,1,1
2019-01,ruedetlemcen,1,1
2019-01,ruedevaugirard,1,1
2019-01,rueduchateaudeau,1,1
2019-01,rueducomteraoul,1,1
2019-01,ruedudocteurcharcot,1,1
2019-01,ruedugrandjardin,1,1
2019-01,ruedugrandsaintjean,1,1
2019-01,ruedupetitpolygone,1,1
2019-01,rueedouardvaillant,2,2
2019-01,ruegambetta,1,1
2019-01,rueguymoquet,1,1
2019-01,ruelafayette,1,1
2019-01,ruelegendre,1,1
2019-01,ruelouislumiere,1,1
2019-01,ruemorand,1,1
2019-01,ruenationale,1,1
2019-01,rueordener,1,1
2019-01,ruepauleluard,1,1
2019-01,rueprofesseurleonvallois,1,1
2019-01,ruesaintdominique,1,1
2019-01,ruewalvein,1,1
2019-01,voiedeliaisonportuaireestouest,1,1
2019-01,voiematinale,1,1
2019-02,allcharlesdefitte,1,1
2019-02,alleedelherbaudiere,1,1
2019-02,avcaffin,1,1
2019-02,avdelagloire,1,1
2019-02,avdelamarne,1,1
2019-02,avducolonelroche,1,1
2019-02,avenuearistidebriand,1,1
2019-02,avenuecapitaineandrebuffet,1,1
2019-02,avenuedalsace,1,1
2019-02,avenuedebiarritz,1,1
2019-02,avenuedeflandre,2,2
2019-02,avenuedefrance,1,1
2019-02,avenuedegarbsen,1,1
2019-02,avenuedelaportedelavillette,1,1
2019-02,avenuedelardeche,1,1
2019-02,avenuedelarepublique,1,1
2019-02,avenuedelhippodrome,1,1
2019-02,avenuedenewyork,1,1
2019-02,avenuedeparis,1,1
2019-02,avenuedudocteurjeanlaigret,1,1
2019-02,avenuedugeneralleclerc,1,1
2019-02,avenuedupontneuf,1,1
2019-02,avenueemilelaurent,1,1
2019-02,avenuegalmot,1,1
2019-02,avenuejacquesduclos,1,1
2019-02,avenuejeanmoulin,1,1
2019-02,avenueleonblum,1,1
2019-02,avenuepaulseguin,1,1
2019-02,avenueraymonddugrand,1,1
2019-02,avenueribot,1,1
2019-02,avlacassagne,1,1
2019-02,avmichelet,1,1
2019-02,avviviani,1,1
2019-02,bddesminimes,1,1
2019-02,bdfranklinroosevelt,1,1
2019-02,bdjeanroyer,1,1
2019-02,bdjohnfitzgeraldkennedy,1,1
2019-02,bdlascrosses,2,2
2019-02,bdrichardwallace,1,1
2019-02,bdvilleboismareuil,1,1
2019-02,bosquetsrondpointdes,1,1
2019-02,boulevarddebapaume,2,2
2019-02,boulevarddebelleville,1,1
2019-02,boulevarddecourcelles,1,1
2019-02,boulevarddelalys,1,1
2019-02,boulevarddelasaline,1,1
2019-02,boulevarddelattredetassigny,1,1
2019-02,boulevarddemagenta,2,2
2019-02,boulevarddeportroyal,1,1
2019-02,boulevarddesallies,1,1
2019-02,boulevarddetreves,1,1
2019-02,boulevarddevaugirard,1,1
2019-02,boulevarddumontparnasse,1,1
2019-02,boulevardhaussmann,1,1
2019-02,boulevardhenriiv,1,1
2019-02,boulevardjourdan,1,1
2019-02,boulevardlafontaine,1,1
2019-02,boulevardmacdonald,2,2
2019-02,boulevardrabatau,1,1
2019-02,boulevardsoult,1,1
2019-02,boulevardvoltaire,1,1
2019-02,briandaristiderue,1,1
2019-02,cambrairuedenpairs,1,1
2019-02,carmesquaietrue,1,1
2019-02,carrefourdescascades,1,1
2019-02,chedumirail,1,1
2019-02,chemindegramont,1,1
2019-02,cogambetta,1,1
2019-02,coursgambetta,1,1
2019-02,delabbepierre,1,1
2019-02,delartillerie,1,1
2019-02,desfrereslumiere,1,1
2019-02,desseauxrue,1,1
2019-02,dubourbonnais,1,1
2019-02,dupetitthouars,1,1
2019-02,dupuisard,1,1
2019-02,fochboulevard,1,1
2019-02,fromentinrueeugene,1,1
2019-02,giratoirebouyer,1,1
2019-02,leclercavdugene,1,1
2019-02,lysiackavenueducommandant,1,1
2019-02,maiconpromenade,1,1
2019-02,masserueclaude,1,1
2019-02,mendesfranceplace,1,1
2019-02,passagelecoq,1,1
2019-02,pelleriniere,1,1
2019-02,placedecatalogne,1,1
2019-02,placedelarepublique,1,1
2019-02,placedelopera,1,1
2019-02,placedestibaous,1,1
2019-02,placedestiennedorves,1,1
2019-02,placeditalie,1,1
2019-02,placefoch,1,1
2019-02,placepaulleautaud,1,1
2019-02,quaidausterlitz,1,1
2019-02,quaidesalpes,1,1
2019-02,quaifrancoismauriac,1,1
2019-02,quaipaulbert,1,1
2019-02,quairougetdelisle,1,1
2019-02,quvictoraugagneur,3,3
2019-02,rdecanteloup,1,1
2019-02,rduclosdorleans,1,1
2019-02,reugenepons,1,1
2019-02,rjulietterecamier,1,1
2019-02,rondpointdebray,1,1
2019-02,rondpointdelarotonde,1,1
2019-02,routedecambrin,1,1
2019-02,routedefalgueyras,1,1
2019-02,routedeschirmeck,2,2
2019-02,routedesevresaneuilly,1,1
2019-02,routedesuresnes,1,1
2019-02,routedesvieuxsalins,1,1
2019-02,rueamirallacaze,1,1
2019-02,ruebelair,1,1
2019-02,ruecharny,1,1
2019-02,ruedabbeville,1,1
2019-02,ruedamsterdam,1,1
2019-02,ruedanieldecosnac,1,1
2019-02,ruedechanterac,1,1
2019-02,ruedecharonne,1,1
2019-02,ruededantzig,1,1
2019-02,ruedelabbegroult,1,1
2019-02,ruedelachapelle,1,1
2019-02,ruedelaconvention,1,1
2019-02,ruedelagalera,1,1
2019-02,ruedelagare,1,1
2019-02,ruedelapaix,1,1
2019-02,ruedelaresistance,1,1
2019-02,ruedelarobertsau,1,1
2019-02,ruedelasabliere,1,1
2019-02,ruedelavarenne,1,1
2019-02,ruedeleridence,1,1
2019-02,ruedelourmel,1,1
2019-02,ruedenice,1,1
2019-02,ruedepalestro,1,1
2019-02,ruedeparis,2,2
2019-02,ruederouen,1,1
2019-02,ruedesamethystes,1,1
2019-02,ruedeshallebardes,1,1
2019-02,ruedesmadrons,1,1
2019-02,ruedesnonnainsdhyeres,1,1
2019-02,ruedespecheurs,1,1
2019-02,ruedespyrenees,1,1
2019-02,ruedesquatretourelles,1,1
2019-02,ruedesvoiesdubois,1,1
2019-02,ruedetolbiac,1,1
2019-02,rueduchateaudescours,1,1
2019-02,rueducheminvert,1,1
2019-02,rueducloitrenotredame,1,1
2019-02,rueducolisee,1,1
2019-02,ruedufaubourgdutemple,1,1
2019-02,ruedufaubourgsaintantoine,1,1
2019-02,ruedufaubourgsaintdenis,1,1
2019-02,ruedufaubourgsainthonore,1,1
2019-02,ruedufuyant,1,1
2019-02,ruedugeneraldegaulle,1,1
2019-02,ruedugeneralmoulin,1,1
2019-02,ruedumontcenis,1,1
2019-02,ruedupetittrain,1,1
2019-02,ruedupontreau,1,1
2019-02,rueduprofesseurmaupas,1,1
2019-02,ruedupuitsdusaumon,1,1
2019-02,rueedouardvaillant,1,1
2019-02,rueetiennedolet,1,1
2019-02,rueetiennegagnaire,1,1
2019-02,ruegiordanobruno,1,1
2019-02,rueglaize,2,2
2019-02,ruehenryfarman,1,1
2019-02,ruejacquin,1,1
2019-02,ruelafayette,1,1
2019-02,rueleblanc,1,1
2019-02,ruelouisemichel,1,1
2019-02,ruelouislumiere,1,1
2019-02,ruemichelet,1,1
2019-02,ruemontpellieret,1,1
2019-02,ruemouneyra,1,1
2019-02,ruenicolaschuquet,1,1
2019-02,rueportcordon,1,1
2019-02,rueprofesseurlepine,1,1
2019-02,ruesaintcharles,1,1
2019-02,ruesaintclaude,1,1
2019-02,ruesaintgeorges,1,1
2019-02,sainteloiruebassede,1,1
2019-02,solferinoruen,1,1
2019-02,toulouseavenuede,1,1
2019-03,alsacelorrained,1,1
2019-03,avandremaginot,1,1
2019-03,avbarthelemybuyer,1,1
2019-03,avearistidebriand,1,1
2019-03,avedemagudas,1,1
2019-03,avenueboffrand,1,1
2019-03,avenueboisaucoq,1,1
2019-03,avenuebugeaud,1,1
2019-03,avenuedegrece,1,1
2019-03,avenuedesaintmenet,1,1
2019-03,avenuedesfontaines,1,1
2019-03,avenuedesvosges,1,1
2019-03,avenuedetourville,1,1
2019-03,avenuedubraou,1,1
2019-03,avenuedugeneraldegaulle,1,1
2019-03,avenuedugeneralsirgeorgespatton,1,1
2019-03,avenuedugrandhameau,1,1
2019-03,avenuedumail,1,1
2019-03,avenuedumarechaljuin,1,1
2019-03,avenuedupresidentjfkennedy,1,1
2019-03,avenueedouardvaillant,1,1
2019-03,avenuegenerallemonnier,2,2
2019-03,avenuegustaveeiffel,1,1
2019-03,avenuehenrimares,1,1
2019-03,avenueiledefrance,1,1
2019-03,avenuejeanjaures,2,2
2019-03,avenuejeanmermoz,1,1
2019-03,avenuelouuisvillers,1,1
2019-03,avenuemarceauhamecher,1,1
2019-03,avenueparmentier,1,1
2019-03,avenuesimonbolivar,2,2
2019-03,avenuetheophilegautier,1,1
2019-03,avenuevictorbasch,1,1
2019-03,avenuewinstonchurchill,1,1
2019-03,avfelixfaure,1,1
2019-03,bddechateaudun,1,1
2019-03,bdfrancoismitterrand,1,1
2019-03,bdgeorgespompidou,1,1
2019-03,blddevitre,1,1
2019-03,boulevardbeaumarchais,1,1
2019-03,boulevardcirculaire,1,1
2019-03,boulevarddavout,1,1
2019-03,boulevarddebelair,1,1
2019-03,boulevarddeclichy,1,1
2019-03,boulevarddeleurope,1,1
2019-03,boulevarddelhopital,1,1
2019-03,boulevarddemagenta,2,2
2019-03,boulevarddiderot,1,1
2019-03,boulevardjeanjaures,1,1
2019-03,boulevardornano,1,1
2019-03,boulevardpasteur,1,1
2019-03,boulevardraspail,1,1
2019-03,boulevardsaintgermain,2,2
2019-03,boulevardsaintjacques,1,1
2019-03,boulevardvoltaire,1,1
2019-03,bourgruedunau,1,1
2019-03,carbrackey,1,1
2019-03,carrefourdepyramide,1,1
2019-03,carrefourdesevades,1,1
2019-03,chanoinelabordedu,1,1
2019-03,chateaudorgemontrueetsqu,1,1
2019-03,chemindebaron,1,1
2019-03,chemindugolf,1,1
2019-03,churchillbdwinston,1,1
2019-03,crsdelyser,1,1
2019-03,dauphineavenuedelaporte,1,1
2019-03,delaguillotiere,1,1
2019-03,derepublique,1,1
2019-03,desemeraudes,1,1
2019-03,desetatsunis,2,2
2019-03,desfarges,1,1
2019-03,duclosverger,1,1
2019-03,erguearmelrondpointd,1,1
2019-03,ernestrenan,1,1
2019-03,europeavenue,1,1
2019-03,faubourgsaintjean,1,1
2019-03,garoupebddela,2,2
2019-03,gilletfrancoisrue,1,1
2019-03,impasselorrainquaiclaude,1,1
2019-03,jeanjaures,1,1
2019-03,jourdanrue,1,1
2019-03,lacdemaineavenue,1,1
2019-03,larevelliere,1,1
2019-03,lyceeplace,1,1
2019-03,madecrenerue,1,1
2019-03,martinlutherking,1,1
2019-03,maurinavenuede,1,1
2019-03,montebellobdpairsde,1,1
2019-03,picassopabloavenue,1,1
2019-03,placedefontenoy,1,1
2019-03,placedelarepublique,1,1
2019-03,placedelopera,1,1
2019-03,placeducolonelfabien,1,1
2019-03,placehenrydemontherlant,1,1
2019-03,placesaintmichel,1,1
2019-03,pontauchange,1,1
2019-03,pontdesully,1,1
2019-03,pontlabberoutede,1,1
2019-03,postesruen,1,1
2019-03,quaidelabataille,1,1
2019-03,quaidelatournelle,1,1
2019-03,qudelapie,1,1
2019-03,qujeanmoulin,1,1
2019-03,quvictoraugagneur,1,1
2019-03,quwinstonchurchill,1,1
2019-03,radolfzellavenuede,1,1
2019-03,rassuenroutede,1,1
2019-03,rdelabergere,1,1
2019-03,rdesremises,1,1
2019-03,rdudocteurtrioson,1,1
2019-03,rdugeneralleclerc,1,1
2019-03,rduprofesseurbergonie,1,1
2019-03,republiqueavenuedelacotepairs,1,1
2019-03,rhenribarbusse,1,1
2019-03,rlaennec,1,1
2019-03,rondpointbenjaminfranklin,1,1
2019-03,rousseaujeanjacques,1,1
2019-03,routeburkel,1,1
2019-03,routedebourdon,2,2
2019-03,routedesevresaneuilly,1,1
2019-03,routedestribunes,3,3
2019-03,rpaulbert,1,1
2019-03,rpierrebaizet,1,1
2019-03,rtedebayonne,1,1
2019-03,rtedeportmanech,1,1
2019-03,rtedupontbanneret,1,1
2019-03,ruealbertlebrun,1,1
2019-03,ruealfredkastler,1,1
2019-03,rueanatolefrance,1,1
2019-03,rueandrecoquillet,1,1
2019-03,ruebaronlouis,1,1
2019-03,rueboecklin,1,1
2019-03,ruecamillesaintsaens,1,1
2019-03,ruecolettedimberton,1,1
2019-03,ruedagen,1,1
2019-03,ruedamsterdam,1,1
2019-03,ruedebellievre,1,1
2019-03,ruedecharenton,1,1
2019-03,ruedechateaudun,1,1
2019-03,ruedecrimee,1,1
2019-03,ruedegergovie,1,1
2019-03,ruedehochfelden,1,1
2019-03,ruedekermelo,1,1
2019-03,ruedelaconvention,1,1
2019-03,ruedelagrosseborne,1,1
2019-03,ruedelahaiecoq,1,1
2019-03,ruedelarepublique,2,2
2019-03,ruedelavictoire,1,1
2019-03,ruedelindre,1,1
2019-03,ruedelouest,1,1
2019-03,ruedemenilmontant,1,1
2019-03,ruederennes,1,1
2019-03,ruederome,1,1
2019-03,ruedesacacias,1,1
2019-03,ruedeschasseurs,1,1
2019-03,ruedescosmonautes,1,1
2019-03,ruedescoudriers,1,1
2019-03,ruedesdixarpents,1,1
2019-03,ruedesebastopol,1,1
2019-03,ruedesfreresleroyqueret,1,1
2019-03,ruedesmaraichers,1,1
2019-03,ruedesmoutons,1,1
2019-03,ruedespoissonniers,1,1
2019-03,ruedespyrenees,1,1
2019-03,ruedesvoiesdubois,1,1
2019-03,ruedetolbiac,2,2
2019-03,ruedeturbigo,1,1
2019-03,ruedeturenne,1,1
2019-03,ruedevaugirard,1,1
2019-03,ruedezurich,1,1
2019-03,ruedubiez,1,1
2019-03,ruedubreillou,1,1
2019-03,rueducasrouge,1,1
2019-03,rueduchateau,1,1
2019-03,rueducomtedemonts,1,1
2019-03,ruedufaucigny,1,1
2019-03,ruedulouvre,1,1
2019-03,ruedumarais,1,1
2019-03,ruedumarechalbrune,1,1
2019-03,ruedumarechalfoch,1,1
2019-03,ruedunovembre,1,1
2019-03,ruedupresbytere,1,1
2019-03,ruedutemple,1,1
2019-03,ruegeorgespolitzer,1,1
2019-03,ruegutenberg,1,1
2019-03,rueheleneboucher,1,1
2019-03,ruehenribarbusse,1,1
2019-03,ruejeanlamour,1,1
2019-03,ruejeanpierretimbaud,1,1
2019-03,ruejoinville,1,1
2019-03,ruejulesguesde,1,1
2019-03,ruejuliabartet,1,1
2019-03,ruelafayette,1,1
2019-03,rueluciensampaix,1,1
2019-03,ruemarechalleclerc,1,1
2019-03,ruemilneedwards,1,1
2019-03,ruemolitor,1,1
2019-03,ruenestorcornier,1,1
2019-03,ruesaintecroix,1,1
2019-03,ruevercingetorix,2,2
2019-03,rueverlaine,1,1
2019-03,saintececileavenue,1,1
2019-03,sebastopolplacen,1,1
2019-03,semanazjeanbaptisterue,1,1
2019-03,voiegeorgespompidou,2,2
2019-04,,1,1
2019-04,alleedelabourdaisiere,1,1
2019-04,alleedelareinemarguerite,1,1
2019-04,argelessurmeravenued,1,1
2019-04,aubinierechemin,1,1
2019-04,avedelarepubliquecaud,1,1
2019-04,avedemagudas,1,1
2019-04,avedudrpaulcasalis,1,1
2019-04,avenuecharlesdegaulle,1,1
2019-04,avenuedanielhedde,1,1
2019-04,avenuedaumesnil,1,1
2019-04,avenuedebruxelles,1,1
2019-04,avenuedegrammont,1,1
2019-04,avenuedeiassy,1,1
2019-04,avenuedelacourdefrance,1,1
2019-04,avenuedelagrandearmee,1,1
2019-04,avenuedelaportedeclichy,1,1
2019-04,avenuedelaportedesevres,1,1
2019-04,avenuedelarepublique,1,1
2019-04,avenuedelopera,1,1
2019-04,avenuedesaintmande,1,1
2019-04,avenuedescontrebandiers,1,1
2019-04,avenuedespresdarenes,1,1
2019-04,avenuedesternes,1,1
2019-04,avenuedeverdun,1,1
2019-04,avenuedugeneralleclerc,1,1
2019-04,avenuedumrs,1,1
2019-04,avenuejeanjaures,1,1
2019-04,avenuejoffre,1,1
2019-04,avenueledrurollin,1,1
2019-04,avenueleonjouhaux,1,1
2019-04,avenuepauladam,1,1
2019-04,avfelixfaure,2,2
2019-04,avgastongalloux,1,1
2019-04,avtonygarnier,1,1
2019-04,bachjeansebastien,1,1
2019-04,bddelaguyane,1,1
2019-04,bddeverdun,1,1
2019-04,bdgeneralleclerc,1,1
2019-04,bdlamartine,1,1
2019-04,bdpierrepaulriquet,1,1
2019-04,boisnetrue,1,1
2019-04,bonpasteurboulevard,1,1
2019-04,bouinruejean,1,1
2019-04,boulevardbeaumarchais,1,1
2019-04,boulevardclemenceau,1,1
2019-04,boulevarddebelgique,1,1
2019-04,boulevarddecourcelles,1,1
2019-04,boulevarddelavillette,3,3
2019-04,boulevarddemagenta,1,1
2019-04,boulevarddereims,1,1
2019-04,boulevarddumarechaljuin,1,1
2019-04,boulevardduredon,1,1
2019-04,boulevardgastonmonnerville,1,1
2019-04,boulevardgouvionsaintcyr,2,2
2019-04,boulevardjeansebastienbach,1,1
2019-04,boulevardjulesferry,1,1
2019-04,boulevardnationala,1,1
2019-04,boulevardornano,1,1
2019-04,boulevardraspail,1,1
2019-04,boulevardsaintgermain,1,1
2019-04,cheminlefaguyes,1,1
2019-04,cheminrondes,1,1
2019-04,churchillboulevardwinston,1,1
2019-04,citemirza,1,1
2019-04,coalbertthomas,1,1
2019-04,cotedebellevue,1,1
2019-04,coursbourbon,1,1
2019-04,crsdelaliberation,2,2
2019-04,deaetaduvalmarcellin,1,1
2019-04,deafinrepublique,1,1
2019-04,debonnel,1,1
2019-04,delaguillotiere,1,1
2019-04,delaviabert,1,1
2019-04,delorient,1,1
2019-04,desacacias,1,1
2019-04,desbelges,1,1
2019-04,desplanches,1,1
2019-04,flahaultavenuecharles,1,1
2019-04,francisgarnier,1,1
2019-04,giratoirelespontots,1,1
2019-04,jacquesduclos,1,1
2019-04,joliotcurieavenue,1,1
2019-04,julesvalles,1,1
2019-04,leclercavenuedugeneral,1,1
2019-04,leongontrandamas,1,1
2019-04,leroyplace,1,1
2019-04,licesjeanmoulin,1,1
2019-04,lodeveavenuede,1,1
2019-04,moulinavenuejean,1,1
2019-04,moulinpontetplace,1,1
2019-04,passagecoursberriat,1,1
2019-04,paulalduy,1,1
2019-04,placeanatolefrance,1,1
2019-04,placeaugustemoringacon,1,1
2019-04,placeclemenceau,1,1
2019-04,placedelarepublique,1,1
2019-04,placedelatranchee,1,1
2019-04,placegramont,1,1
2019-04,plbellecour,1,1
2019-04,quaidefrance,1,1
2019-04,quaidelarapee,1,1
2019-04,quaideschartrons,1,1
2019-04,quaidevalmy,1,1
2019-04,quaiolida,1,1
2019-04,quaipanhardetlevassor,1,1
2019-04,quairichelieu,1,1
2019-04,quairougetdelisle,2,2
2019-04,quaistdominique,1,1
2019-04,raugustecomte,1,1
2019-04,rdauphin,1,1
2019-04,rdesormes,1,1
2019-04,rdptbirhakeim,1,1
2019-04,remilezola,1,1
2019-04,rgabrielperi,1,1
2019-04,rgentil,2,2
2019-04,rgeorgesbernanos,1,1
2019-04,rguillaumeparadin,1,1
2019-04,rjuliangrimau,1,1
2019-04,rlouisaugusteblanqui,1,1
2019-04,rmarietton,1,1
2019-04,rogerboulevardleport,1,1
2019-04,rondpointluismariano,1,1
2019-04,roroutedumasrillier,1,1
2019-04,routedebischwiller,1,1
2019-04,routedelapyramide,1,1
2019-04,routedemarcorignan,1,1
2019-04,routedesevresaneuilly,2,2
2019-04,routedestmalo,1,1
2019-04,routedestribunes,1,1
2019-04,routeprincipaleduport,1,1
2019-04,rpaulbert,1,1
2019-04,rpierrecorneille,1,1
2019-04,rtedecombault,1,1
2019-04,rtedetoulouse,1,1
2019-04,ruearistidebriand,2,2
2019-04,rueaugustebougon,1,1
2019-04,rueaugustegross,1,1
2019-04,ruebaronleroy,1,1
2019-04,ruebayard,1,1
2019-04,rueberzelius,1,1
2019-04,ruebrancion,1,1
2019-04,ruecarnot,1,1
2019-04,ruedavron,1,1
2019-04,ruedeabbayedemontierlacelle,1,1
2019-04,ruedebercy,1,1
2019-04,ruedebrezets,1,1
2019-04,ruedecharenton,1,1
2019-04,ruedefouday,1,1
2019-04,ruedegaullecharles,1,1
2019-04,ruedelacharletterie,1,1
2019-04,ruedelacroixmorel,1,1
2019-04,ruedeladouziemeescadredaviation,1,1
2019-04,ruedelaglaciere,1,1
2019-04,ruedelagrangeauxbelles,1,1
2019-04,ruedelahohwarth,1,1
2019-04,ruedelamiraldecoligny,2,2
2019-04,ruedelapierrelevee,1,1
2019-04,ruedelaportedissy,1,1
2019-04,ruedelarepublique,2,2
2019-04,ruedelaroquette,1,1
2019-04,ruedelarotonde,1,1
2019-04,ruedelatanche,1,1
2019-04,ruedelavictoire,1,1
2019-04,ruedelequerre,1,1
2019-04,ruedelourmel,1,1
2019-04,ruedemery,1,1
2019-04,ruedeprecomtal,1,1
2019-04,ruedeprovence,2,2
2019-04,ruedesboeufs,1,1
2019-04,ruedescarolingiens,1,1
2019-04,ruedescartes,1,1
2019-04,ruedeschataigniers,1,1
2019-04,ruedesmartyrs,1,1
2019-04,ruedesmathurins,1,1
2019-04,ruedesmetiers,1,1
2019-04,ruedestroisfaucons,1,1
2019-04,ruedetigny,1,1
2019-04,ruedetolbiac,1,1
2019-04,ruedeturbigo,1,1
2019-04,rueduaout,1,1
2019-04,ruedubignon,1,1
2019-04,rueducanal,1,1
2019-04,rueducouedic,1,1
2019-04,ruedudocteurboutelier,1,1
2019-04,ruedufaubourgmontmartre,1,1
2019-04,ruedufaubourgsaintantoine,1,1
2019-04,rueduladhof,1,1
2019-04,ruedulanguedoc,1,1
2019-04,ruedulannou,1,1
2019-04,ruedumars,1,1
2019-04,ruedumorvant,1,1
2019-04,ruedurhintortu,1,1
2019-04,rueedmondbesse,1,1
2019-04,rueetiennemarcel,2,2
2019-04,rueetplacedesjacobins,1,1
2019-04,ruegastontessier,1,1
2019-04,ruegaylussac,1,1
2019-04,ruegeoffroysainthilaire,1,1
2019-04,ruehenridunant,1,1
2019-04,ruehenriloridant,1,1
2019-04,ruehonoredebalzac,1,1
2019-04,ruejeancocteau,1,1
2019-04,ruejeanpierretimbaud,1,1
2019-04,ruejulesbarni,1,1
2019-04,ruelacretelle,1,1
2019-04,ruelafayette,2,2
2019-04,ruelallytollendal,1,1
2019-04,ruelecourbe,1,1
2019-04,ruellemtsaperemosqueemaevantana,1,1
2019-04,ruelleroutier,1,1
2019-04,ruemonistrol,1,1
2019-04,ruepasteur,1,1
2019-04,ruepaulbarruel,1,1
2019-04,ruesaintantoine,1,1
2019-04,ruesaintgeorges,1,1
2019-04,rueschumann,1,1
2019-04,ruesedaine,1,1
