,name,mois_annee_comptage,sum_counts
191,28 Boulevard Diderot,2019-09-01,36361.0
59,105 Rue La Fayette E-O,2019-09-01,86068.0
11,10  avenue de la Grande Armée SE-NO,2019-09-01,13217.0
126,18 quai de l'hotel de ville,2019-09-01,51653.0
401,Pont National SO-NE,2019-09-01,24240.0
276,72 Bd Richard Lenoir  S-N,2019-09-01,16893.0
376,Face au 48 quai de la marne,2019-09-01,78152.0
464,face au 70 Quai de Bercy,2019-09-01,53993.0
47,102 Bd magenta SE-NO,2019-09-01,96133.0
448,Voie Georges Pompidou,2019-09-01,76327.0
223,39 Quai François Mauriac,2019-09-01,77687.0
430,Pont du Garigliano SE-NO,2019-09-01,31209.0
35,100 Rue La Fayette O-E,2019-09-01,37083.0
238,6 rue Julia Bartet,2019-09-01,71672.0
436,Totem 64 Rue de Rivoli,2019-09-01,140730.0
389,Pont National  NE-SO,2019-09-01,17575.0
262,7 Avenue de la Grande Armée NO-SE,2019-09-01,21780.0
250,67 boulevard Voltaire SE-NO,2019-09-01,92576.0
208,35 Boulevard de Menilmontant NO-SE,2019-09-01,84720.0
23,10 Bd Auguste Blanqui NE-SO,2019-09-01,25612.0
71,106 Avenue Denfert Rochereau NE-SO,2019-09-01,37476.0
316,89 boulevard de Magenta NO-SE,2019-09-01,103270.0
364,Face au 25 quai de l'Oise,2019-09-01,83243.0
153,243 Boulevard Saint Germain NO-SE,2019-09-01,39329.0
352,Face au 16 Avenue de la  Porte des Ternes O-E,2019-09-01,17135.0
141,21 Boulevard Auguste Blanqui SO-NE,2019-09-01,19231.0
102,152 Boulevard du Montparnasse,2019-09-01,62162.0
89,135 Avenue Daumesnil SE-NO,2019-09-01,47573.0
165,26 Boulevard de Ménilmontant SE-NO,2019-09-01,82915.0
328,97 Avenue Denfert Rochereau SO-NE,2019-09-01,11694.0
418,Pont du Garigliano NO-SE,2019-09-01,41209.0
177,27 Boulevard Diderot E-O,2019-09-01,36988.0
340,Face 104 Rue d'Aubervilliers,2019-09-01,30670.0
114,16 Avenue de la Porte des Ternes E-O,2019-09-01,11637.0
302,77 Bd Richard Lenoir N-S,2019-09-01,23877.0
143,243 Boulevard Saint Germain NO-SE,2019-10-01,31274.0
25,100 Rue La Fayette O-E,2019-10-01,33222.0
342,Face au 16 Avenue de la  Porte des Ternes O-E,2019-10-01,13818.0
104,16 Avenue de la Porte des Ternes E-O,2019-10-01,9638.0
224,44 avenue des Champs Elysées SE-NO,2019-10-01,682.0
228,6 rue Julia Bartet,2019-10-01,56654.0
391,Pont National SO-NE,2019-10-01,17247.0
37,102 Bd magenta SE-NO,2019-10-01,84974.0
266,72 Bd Richard Lenoir  S-N,2019-10-01,75556.0
116,18 quai de l'hotel de ville,2019-10-01,42058.0
438,Voie Georges Pompidou,2019-10-01,55064.0
330,Face 104 Rue d'Aubervilliers,2019-10-01,27946.0
240,67 boulevard Voltaire SE-NO,2019-10-01,78874.0
131,21 Boulevard Auguste Blanqui SO-NE,2019-10-01,16681.0
1,10  avenue de la Grande Armée SE-NO,2019-10-01,8868.0
433,Totem 64 Rue de Rivoli,2019-10-01,141168.0
79,135 Avenue Daumesnil SE-NO,2019-10-01,35836.0
213,39 Quai François Mauriac,2019-10-01,67334.0
181,28 Boulevard Diderot,2019-10-01,30336.0
75,132 Rue Lecourbe NE-SO,2019-10-01,1653.0
292,77 Bd Richard Lenoir N-S,2019-10-01,64569.0
366,Face au 48 quai de la marne,2019-10-01,103790.0
72,129 Rue Lecourbe SO-NE,2019-10-01,1757.0
167,27 Boulevard Diderot E-O,2019-10-01,30402.0
408,Pont du Garigliano NO-SE,2019-10-01,32953.0
306,89 boulevard de Magenta NO-SE,2019-10-01,91449.0
194,33 avenue des Champs Elysées NO-SE,2019-10-01,2090.0
13,10 Bd Auguste Blanqui NE-SO,2019-10-01,21398.0
318,97 Avenue Denfert Rochereau SO-NE,2019-10-01,8900.0
252,7 Avenue de la Grande Armée NO-SE,2019-10-01,17399.0
198,35 Boulevard de Menilmontant NO-SE,2019-10-01,70623.0
420,Pont du Garigliano SE-NO,2019-10-01,24008.0
92,152 Boulevard du Montparnasse,2019-10-01,52860.0
155,26 Boulevard de Ménilmontant SE-NO,2019-10-01,67795.0
354,Face au 25 quai de l'Oise,2019-10-01,66100.0
454,face au 70 Quai de Bercy,2019-10-01,39083.0
278,72 boulevard Voltaire NO-SE,2019-10-01,83424.0
379,Pont National  NE-SO,2019-10-01,38361.0
49,105 Rue La Fayette E-O,2019-10-01,75584.0
61,106 Avenue Denfert Rochereau NE-SO,2019-10-01,31823.0
2,10  avenue de la Grande Armée SE-NO,2019-11-01,11138.0
14,10 Bd Auguste Blanqui NE-SO,2019-11-01,18059.0
178,27 Quai de la Tournelle,2019-11-01,36376.0
331,Face 104 Rue d'Aubervilliers,2019-11-01,24635.0
434,Totem 64 Rue de Rivoli,2019-11-01,117035.0
156,26 Boulevard de Ménilmontant SE-NO,2019-11-01,57921.0
168,27 Boulevard Diderot E-O,2019-11-01,25525.0
431,Quai d'Orsay,2019-11-01,33526.0
289,72 rue de la Chapelle,2019-11-01,5101.0
421,Pont du Garigliano SE-NO,2019-11-01,20869.0
182,28 Boulevard Diderot,2019-11-01,25754.0
367,Face au 48 quai de la marne,2019-11-01,81473.0
192,3 avenue de la Porte D'Orléans S-N,2019-11-01,2232.0
409,Pont du Garigliano NO-SE,2019-11-01,28785.0
195,33 avenue des Champs Elysées NO-SE,2019-11-01,23649.0
279,72 boulevard Voltaire NO-SE,2019-11-01,66454.0
199,35 Boulevard de Menilmontant NO-SE,2019-11-01,60614.0
405,Pont de la Concorde S-N,2019-11-01,18347.0
209,36 Quai de Grenelle,2019-11-01,19640.0
403,Pont de la Concorde N-S,2019-11-01,22934.0
214,39 Quai François Mauriac,2019-11-01,54701.0
267,72 Bd Richard Lenoir  S-N,2019-11-01,61341.0
225,44 avenue des Champs Elysées SE-NO,2019-11-01,16101.0
229,6 rue Julia Bartet,2019-11-01,48358.0
392,Pont National SO-NE,2019-11-01,14300.0
241,67 boulevard Voltaire SE-NO,2019-11-01,62695.0
263,72 Avenue Flandre SO-NE,2019-11-01,14077.0
253,7 Avenue de la Grande Armée NO-SE,2019-11-01,14140.0
293,77 Bd Richard Lenoir N-S,2019-11-01,51850.0
144,243 Boulevard Saint Germain NO-SE,2019-11-01,24954.0
439,Voie Georges Pompidou,2019-11-01,43820.0
38,102 Bd magenta SE-NO,2019-11-01,70891.0
26,100 Rue La Fayette O-E,2019-11-01,29418.0
50,105 Rue La Fayette E-O,2019-11-01,62019.0
469,pont des Invalides S-N,2019-11-01,10932.0
319,97 Avenue Denfert Rochereau SO-NE,2019-11-01,7366.0
62,106 Avenue Denfert Rochereau NE-SO,2019-11-01,26762.0
467,pont des Invalides N-S,2019-11-01,9942.0
73,129 Rue Lecourbe SO-NE,2019-11-01,17062.0
343,Face au 16 Avenue de la  Porte des Ternes O-E,2019-11-01,12734.0
76,132 Rue Lecourbe NE-SO,2019-11-01,24468.0
132,21 Boulevard Auguste Blanqui SO-NE,2019-11-01,14027.0
80,135 Avenue Daumesnil SE-NO,2019-11-01,3429.0
465,face au 8 avenue de la porte de Charenton,2019-11-01,18330.0
455,face au 70 Quai de Bercy,2019-11-01,30931.0
93,152 Boulevard du Montparnasse,2019-11-01,46493.0
451,face au 40 Quai D'Issy,2019-11-01,6552.0
105,16 Avenue de la Porte des Ternes E-O,2019-11-01,7778.0
303,87 Avenue de Flandre NE-SO,2019-11-01,24534.0
117,18 quai de l'hotel de ville,2019-11-01,36942.0
449,face au 4 avenue de la porte de Bagnolet,2019-11-01,24506.0
355,Face au 25 quai de l'Oise,2019-11-01,55048.0
128,2 avenue de la Porte de Bagnolet O-E,2019-11-01,5281.0
307,89 boulevard de Magenta NO-SE,2019-11-01,76897.0
380,Pont National  NE-SO,2019-11-01,33428.0
344,Face au 16 Avenue de la  Porte des Ternes O-E,2019-12-01,19090.0
368,Face au 48 quai de la marne,2019-12-01,170144.0
377,Pont Charles De Gaulle,2019-12-01,28333.0
356,Face au 25 quai de l'Oise,2019-12-01,83125.0
27,100 Rue La Fayette O-E,2019-12-01,56664.0
393,Pont National SO-NE,2019-12-01,36296.0
402,Pont de Bercy,2019-12-01,46360.0
404,Pont de la Concorde N-S,2019-12-01,64248.0
406,Pont de la Concorde S-N,2019-12-01,61371.0
332,Face 104 Rue d'Aubervilliers,2019-12-01,38240.0
422,Pont du Garigliano SE-NO,2019-12-01,33982.0
432,Quai d'Orsay,2019-12-01,118980.0
435,Totem 64 Rue de Rivoli,2019-12-01,195420.0
440,Voie Georges Pompidou,2019-12-01,106333.0
450,face au 4 avenue de la porte de Bagnolet,2019-12-01,47880.0
452,face au 40 Quai D'Issy,2019-12-01,11046.0
456,face au 70 Quai de Bercy,2019-12-01,70799.0
466,face au 8 avenue de la porte de Charenton,2019-12-01,48849.0
468,pont des Invalides N-S,2019-12-01,23628.0
381,Pont National  NE-SO,2019-12-01,62115.0
410,Pont du Garigliano NO-SE,2019-12-01,48570.0
470,pont des Invalides S-N,2019-12-01,25497.0
308,89 boulevard de Magenta NO-SE,2019-12-01,142923.0
145,243 Boulevard Saint Germain NO-SE,2019-12-01,54593.0
133,21 Boulevard Auguste Blanqui SO-NE,2019-12-01,30210.0
129,2 avenue de la Porte de Bagnolet O-E,2019-12-01,18919.0
127,180 Avenue d'Italie N-S,2019-12-01,28805.0
118,18 quai de l'hotel de ville,2019-12-01,60911.0
106,16 Avenue de la Porte des Ternes E-O,2019-12-01,13328.0
3,10  avenue de la Grande Armée SE-NO,2019-12-01,19998.0
157,26 Boulevard de Ménilmontant SE-NO,2019-12-01,119984.0
94,152 Boulevard du Montparnasse,2019-12-01,78098.0
81,135 Avenue Daumesnil SE-NO,2019-12-01,12477.0
77,132 Rue Lecourbe NE-SO,2019-12-01,55758.0
74,129 Rue Lecourbe SO-NE,2019-12-01,33245.0
63,106 Avenue Denfert Rochereau NE-SO,2019-12-01,51696.0
15,10 Bd Auguste Blanqui NE-SO,2019-12-01,41275.0
51,105 Rue La Fayette E-O,2019-12-01,129266.0
320,97 Avenue Denfert Rochereau SO-NE,2019-12-01,17905.0
90,147 avenue d'Italie S-N,2019-12-01,31684.0
169,27 Boulevard Diderot E-O,2019-12-01,39079.0
39,102 Bd magenta SE-NO,2019-12-01,139333.0
179,27 Quai de la Tournelle,2019-12-01,108377.0
294,77 Bd Richard Lenoir N-S,2019-12-01,104049.0
290,72 rue de la Chapelle,2019-12-01,11499.0
280,72 boulevard Voltaire NO-SE,2019-12-01,118179.0
268,72 Bd Richard Lenoir  S-N,2019-12-01,125304.0
264,72 Avenue Flandre SO-NE,2019-12-01,52820.0
254,7 Avenue de la Grande Armée NO-SE,2019-12-01,21903.0
242,67 boulevard Voltaire SE-NO,2019-12-01,114857.0
230,6 rue Julia Bartet,2019-12-01,104464.0
304,87 Avenue de Flandre NE-SO,2019-12-01,64342.0
215,39 Quai François Mauriac,2019-12-01,80437.0
211,38 rue Turbigo,2019-12-01,91834.0
210,36 Quai de Grenelle,2019-12-01,100703.0
200,35 Boulevard de Menilmontant NO-SE,2019-12-01,124855.0
196,33 avenue des Champs Elysées NO-SE,2019-12-01,43150.0
193,3 avenue de la Porte D'Orléans S-N,2019-12-01,7089.0
183,28 Boulevard Diderot,2019-12-01,38256.0
226,44 avenue des Champs Elysées SE-NO,2019-12-01,34502.0
456,87 avenue de Flandre NE-SO,2020-01-01,67768.0
444,77 boulevard Richard Lenoir N-S,2020-01-01,103609.0
426,72 rue de la Chapelle,2020-01-01,9134.0
414,72 boulevard Voltaire NO-SE,2020-01-01,119987.0
402,72 boulevard Richard Lenoir  S-N,2020-01-01,123272.0
390,72 avenue de Flandre SO-NE,2020-01-01,56285.0
378,7 avenue de la Grande Armée NO-SE,2020-01-01,21324.0
360,67 boulevard Voltaire SE-NO,2020-01-01,114502.0
312,38 rue Turbigo,2020-01-01,130827.0
336,44 avenue des Champs Elysées SE-NO,2020-01-01,32736.0
324,39 quai François Mauriac,2020-01-01,86714.0
300,36 quai de Grenelle,2020-01-01,99719.0
288,33 avenue des Champs Elysées NO-SE,2020-01-01,42336.0
268,3 avenue de la Porte D'Orléans S-N,2020-01-01,5006.0
256,28 boulevard Diderot,2020-01-01,39219.0
468,89 boulevard de Magenta NO-SE,2020-01-01,147392.0
348,6 rue Julia Bartet,2020-01-01,108448.0
486,97 avenue Denfert Rochereau,2020-01-01,14606.0
582,Face au 8 avenue de la porte de Charenton,2020-01-01,44066.0
510,Face au 16 avenue de la  Porte des Ternes O-E,2020-01-01,19856.0
666,Pont des Invalides N-S,2020-01-01,24585.0
654,Pont de la Concorde S-N,2020-01-01,62804.0
702,Pont du Garigliano NO-SE,2020-01-01,48311.0
642,Pont de la Concorde N-S,2020-01-01,68184.0
630,Pont de Bercy,2020-01-01,70787.0
618,Pont National SO-NE,2020-01-01,30307.0
606,Pont National  NE-SO,2020-01-01,55709.0
498,Face 104 rue d'Aubervilliers,2020-01-01,44446.0
594,Pont Charles De Gaulle,2020-01-01,54745.0
678,Pont des Invalides S-N,2020-01-01,20132.0
570,Face au 70 quai de Bercy,2020-01-01,68895.0
558,Face au 48 quai de la marne,2020-01-01,168798.0
546,Face au 40 quai D'Issy,2020-01-01,11354.0
534,Face au 4 avenue de la porte de Bagnolet,2020-01-01,48261.0
522,Face au 25 quai de l'Oise,2020-01-01,88311.0
726,Totem 64 Rue de Rivoli,2020-01-01,202368.0
714,Quai d'Orsay,2020-01-01,132004.0
244,27 quai de la Tournelle,2020-01-01,114928.0
690,Pont du Garigliano,2020-01-01,34523.0
232,27 boulevard Diderot E-O,2020-01-01,40820.0
0,10 avenue de la Grande Armée SE-NO,2020-01-01,19004.0
12,10 boulevard Auguste Blanqui NE-SO,2020-01-01,39059.0
24,100 rue La Fayette,2020-01-01,50774.0
36,102 boulevard de Magenta SE-NO,2020-01-01,139417.0
48,105 rue La Fayette E-O,2020-01-01,124392.0
60,106 avenue Denfert Rochereau NE-SO,2020-01-01,49860.0
72,129 rue Lecourbe SO-NE,2020-01-01,34265.0
84,132 rue Lecourbe NE-SO,2020-01-01,52254.0
96,135 avenue Daumesnil SE-NO,2020-01-01,41118.0
120,152 boulevard du Montparnasse,2020-01-01,80534.0
132,16 avenue de la Porte des Ternes E-O,2020-01-01,13530.0
144,18 quai de l'Hôtel de Ville,2020-01-01,61495.0
156,180 avenue d'Italie N-S,2020-01-01,39230.0
168,2 avenue de la Porte de Bagnolet O-E,2020-01-01,17561.0
108,147 avenue d'Italie S-N,2020-01-01,37258.0
771,Voie Georges Pompidou,2020-01-01,95131.0
186,21 boulevard Auguste Blanqui SO-NE,2020-01-01,27975.0
206,243 boulevard Saint Germain NO-SE,2020-01-01,53886.0
220,26 boulevard de Ménilmontant SE-NO,2020-01-01,115120.0
172,2 avenue de la Porte de Bagnolet O-E,2020-02-01,6524.0
538,Face au 4 avenue de la porte de Bagnolet,2020-02-01,28996.0
292,33 avenue des Champs Elysées NO-SE,2020-02-01,27386.0
550,Face au 40 quai D'Issy,2020-02-01,7597.0
64,106 avenue Denfert Rochereau NE-SO,2020-02-01,28776.0
210,243 boulevard Saint Germain NO-SE,2020-02-01,27593.0
574,Face au 70 quai de Bercy,2020-02-01,35851.0
52,105 rue La Fayette E-O,2020-02-01,67979.0
272,3 avenue de la Porte D'Orléans S-N,2020-02-01,2999.0
586,Face au 8 avenue de la porte de Charenton,2020-02-01,25025.0
40,102 boulevard de Magenta SE-NO,2020-02-01,81920.0
598,Pont Charles De Gaulle,2020-02-01,36494.0
610,Pont National  NE-SO,2020-02-01,34356.0
622,Pont National SO-NE,2020-02-01,15960.0
260,28 boulevard Diderot,2020-02-01,26617.0
634,Pont de Bercy,2020-02-01,40824.0
16,10 boulevard Auguste Blanqui NE-SO,2020-02-01,20095.0
646,Pont de la Concorde N-S,2020-02-01,36691.0
4,10 avenue de la Grande Armée SE-NO,2020-02-01,12571.0
658,Pont de la Concorde S-N,2020-02-01,32326.0
248,27 quai de la Tournelle,2020-02-01,76276.0
670,Pont des Invalides N-S,2020-02-01,14068.0
682,Pont des Invalides S-N,2020-02-01,8408.0
28,100 rue La Fayette,2020-02-01,32336.0
76,129 rue Lecourbe SO-NE,2020-02-01,20434.0
526,Face au 25 quai de l'Oise,2020-02-01,57240.0
514,Face au 16 avenue de la  Porte des Ternes O-E,2020-02-01,12476.0
352,6 rue Julia Bartet,2020-02-01,53623.0
160,180 avenue d'Italie N-S,2020-02-01,21372.0
364,67 boulevard Voltaire SE-NO,2020-02-01,69513.0
328,39 quai François Mauriac,2020-02-01,58675.0
382,7 avenue de la Grande Armée NO-SE,2020-02-01,13687.0
148,18 quai de l'Hôtel de Ville,2020-02-01,37481.0
394,72 avenue de Flandre SO-NE,2020-02-01,31087.0
406,72 boulevard Richard Lenoir  S-N,2020-02-01,71251.0
136,16 avenue de la Porte des Ternes E-O,2020-02-01,8721.0
418,72 boulevard Voltaire NO-SE,2020-02-01,72602.0
316,38 rue Turbigo,2020-02-01,86023.0
340,44 avenue des Champs Elysées SE-NO,2020-02-01,20365.0
430,72 rue de la Chapelle,2020-02-01,6164.0
448,77 boulevard Richard Lenoir N-S,2020-02-01,60317.0
190,21 boulevard Auguste Blanqui SO-NE,2020-02-01,15079.0
460,87 avenue de Flandre NE-SO,2020-02-01,37315.0
112,147 avenue d'Italie S-N,2020-02-01,18087.0
472,89 boulevard de Magenta NO-SE,2020-02-01,90463.0
236,27 boulevard Diderot E-O,2020-02-01,27334.0
490,97 avenue Denfert Rochereau,2020-02-01,7525.0
100,135 avenue Daumesnil SE-NO,2020-02-01,26858.0
502,Face 104 rue d'Aubervilliers,2020-02-01,32338.0
304,36 quai de Grenelle,2020-02-01,49934.0
88,132 rue Lecourbe NE-SO,2020-02-01,29474.0
124,152 boulevard du Montparnasse,2020-02-01,48098.0
224,26 boulevard de Ménilmontant SE-NO,2020-02-01,64819.0
562,Face au 48 quai de la marne,2020-02-01,93717.0
694,Pont du Garigliano,2020-02-01,21449.0
775,Voie Georges Pompidou,2020-02-01,48632.0
752,Totem 85 quai d'Austerlitz,2020-02-01,31610.0
706,Pont du Garigliano NO-SE,2020-02-01,29390.0
741,Totem 73 boulevard de Sébastopol,2020-02-01,123602.0
718,Quai d'Orsay,2020-02-01,58215.0
763,Totem Cours la Reine,2020-02-01,50407.0
730,Totem 64 Rue de Rivoli,2020-02-01,138878.0
341,44 avenue des Champs Elysées SE-NO,2020-03-01,14258.0
329,39 quai François Mauriac,2020-03-01,40264.0
317,38 rue Turbigo,2020-03-01,55066.0
551,Face au 40 quai D'Issy,2020-03-01,5510.0
599,Pont Charles De Gaulle,2020-03-01,24922.0
305,36 quai de Grenelle,2020-03-01,42102.0
293,33 avenue des Champs Elysées NO-SE,2020-03-01,18929.0
611,Pont National  NE-SO,2020-03-01,28040.0
587,Face au 8 avenue de la porte de Charenton,2020-03-01,20645.0
261,28 boulevard Diderot,2020-03-01,19405.0
249,27 quai de la Tournelle,2020-03-01,63342.0
237,27 boulevard Diderot E-O,2020-03-01,19505.0
707,Pont du Garigliano NO-SE,2020-03-01,21963.0
623,Pont National SO-NE,2020-03-01,384.0
225,26 boulevard de Ménilmontant SE-NO,2020-03-01,47379.0
211,243 boulevard Saint Germain NO-SE,2020-03-01,18475.0
635,Pont de Bercy,2020-03-01,29549.0
273,3 avenue de la Porte D'Orléans S-N,2020-03-01,2121.0
353,6 rue Julia Bartet,2020-03-01,40895.0
575,Face au 70 quai de Bercy,2020-03-01,27413.0
383,7 avenue de la Grande Armée NO-SE,2020-03-01,9519.0
776,Voie Georges Pompidou,2020-03-01,29175.0
753,Totem 85 quai d'Austerlitz,2020-03-01,52084.0
539,Face au 4 avenue de la porte de Bagnolet,2020-03-01,21038.0
527,Face au 25 quai de l'Oise,2020-03-01,42508.0
515,Face au 16 avenue de la  Porte des Ternes O-E,2020-03-01,9430.0
742,Totem 73 boulevard de Sébastopol,2020-03-01,127046.0
503,Face 104 rue d'Aubervilliers,2020-03-01,22189.0
491,97 avenue Denfert Rochereau,2020-03-01,5553.0
473,89 boulevard de Magenta NO-SE,2020-03-01,58219.0
731,Totem 64 Rue de Rivoli,2020-03-01,102253.0
461,87 avenue de Flandre NE-SO,2020-03-01,25222.0
449,77 boulevard Richard Lenoir N-S,2020-03-01,42405.0
719,Quai d'Orsay,2020-03-01,55381.0
563,Face au 48 quai de la marne,2020-03-01,67808.0
431,72 rue de la Chapelle,2020-03-01,5395.0
419,72 boulevard Voltaire NO-SE,2020-03-01,49949.0
407,72 boulevard Richard Lenoir  S-N,2020-03-01,49346.0
395,72 avenue de Flandre SO-NE,2020-03-01,22056.0
191,21 boulevard Auguste Blanqui SO-NE,2020-03-01,11841.0
365,67 boulevard Voltaire SE-NO,2020-03-01,48055.0
173,2 avenue de la Porte de Bagnolet O-E,2020-03-01,3722.0
764,Totem Cours la Reine,2020-03-01,52083.0
29,100 rue La Fayette,2020-03-01,21525.0
125,152 boulevard du Montparnasse,2020-03-01,35291.0
65,106 avenue Denfert Rochereau NE-SO,2020-03-01,21293.0
89,132 rue Lecourbe NE-SO,2020-03-01,21512.0
41,102 boulevard de Magenta SE-NO,2020-03-01,54507.0
113,147 avenue d'Italie S-N,2020-03-01,16032.0
137,16 avenue de la Porte des Ternes E-O,2020-03-01,6416.0
671,Pont des Invalides N-S,2020-03-01,9928.0
683,Pont des Invalides S-N,2020-03-01,7974.0
659,Pont de la Concorde S-N,2020-03-01,21338.0
647,Pont de la Concorde N-S,2020-03-01,24152.0
53,105 rue La Fayette E-O,2020-03-01,41611.0
5,10 avenue de la Grande Armée SE-NO,2020-03-01,9053.0
17,10 boulevard Auguste Blanqui NE-SO,2020-03-01,15265.0
695,Pont du Garigliano,2020-03-01,16219.0
149,18 quai de l'Hôtel de Ville,2020-03-01,31522.0
101,135 avenue Daumesnil SE-NO,2020-03-01,20779.0
77,129 rue Lecourbe SO-NE,2020-03-01,16412.0
161,180 avenue d'Italie N-S,2020-03-01,17020.0
384,7 avenue de la Grande Armée NO-SE,2020-04-01,3478.0
564,Face au 48 quai de la marne,2020-04-01,14471.0
342,44 avenue des Champs Elysées SE-NO,2020-04-01,4799.0
354,6 rue Julia Bartet,2020-04-01,15958.0
78,129 rue Lecourbe SO-NE,2020-04-01,10255.0
408,72 boulevard Richard Lenoir  S-N,2020-04-01,19334.0
672,Pont des Invalides N-S,2020-04-01,5682.0
396,72 avenue de Flandre SO-NE,2020-04-01,11387.0
54,105 rue La Fayette E-O,2020-04-01,13758.0
66,106 avenue Denfert Rochereau NE-SO,2020-04-01,8722.0
576,Face au 70 quai de Bercy,2020-04-01,10992.0
420,72 boulevard Voltaire NO-SE,2020-04-01,21281.0
162,180 avenue d'Italie N-S,2020-04-01,11123.0
462,87 avenue de Flandre NE-SO,2020-04-01,13189.0
432,72 rue de la Chapelle,2020-04-01,1995.0
765,Totem Cours la Reine,2020-04-01,17456.0
6,10 avenue de la Grande Armée SE-NO,2020-04-01,3621.0
777,Voie Georges Pompidou,2020-04-01,15507.0
540,Face au 4 avenue de la porte de Bagnolet,2020-04-01,9439.0
754,Totem 85 quai d'Austerlitz,2020-04-01,19254.0
528,Face au 25 quai de l'Oise,2020-04-01,18409.0
18,10 boulevard Auguste Blanqui NE-SO,2020-04-01,7467.0
516,Face au 16 avenue de la  Porte des Ternes O-E,2020-04-01,2362.0
720,Quai d'Orsay,2020-04-01,26172.0
743,Totem 73 boulevard de Sébastopol,2020-04-01,47467.0
504,Face 104 rue d'Aubervilliers,2020-04-01,10492.0
492,97 avenue Denfert Rochereau,2020-04-01,2250.0
696,Pont du Garigliano,2020-04-01,7340.0
474,89 boulevard de Magenta NO-SE,2020-04-01,21319.0
30,100 rue La Fayette,2020-04-01,8441.0
732,Totem 64 Rue de Rivoli,2020-04-01,38293.0
42,102 boulevard de Magenta SE-NO,2020-04-01,21191.0
450,77 boulevard Richard Lenoir N-S,2020-04-01,16397.0
684,Pont des Invalides S-N,2020-04-01,2955.0
588,Face au 8 avenue de la porte de Charenton,2020-04-01,10070.0
366,67 boulevard Voltaire SE-NO,2020-04-01,20043.0
138,16 avenue de la Porte des Ternes E-O,2020-04-01,2153.0
212,243 boulevard Saint Germain NO-SE,2020-04-01,6777.0
262,28 boulevard Diderot,2020-04-01,9285.0
552,Face au 40 quai D'Issy,2020-04-01,2091.0
648,Pont de la Concorde N-S,2020-04-01,8014.0
114,147 avenue d'Italie S-N,2020-04-01,10342.0
274,3 avenue de la Porte D'Orléans S-N,2020-04-01,1046.0
250,27 quai de la Tournelle,2020-04-01,26607.0
90,132 rue Lecourbe NE-SO,2020-04-01,12694.0
294,33 avenue des Champs Elysées NO-SE,2020-04-01,5933.0
192,21 boulevard Auguste Blanqui SO-NE,2020-04-01,7602.0
636,Pont de Bercy,2020-04-01,12030.0
612,Pont National  NE-SO,2020-04-01,13479.0
600,Pont Charles De Gaulle,2020-04-01,7059.0
150,18 quai de l'Hôtel de Ville,2020-04-01,11611.0
306,36 quai de Grenelle,2020-04-01,21074.0
102,135 avenue Daumesnil SE-NO,2020-04-01,8397.0
126,152 boulevard du Montparnasse,2020-04-01,17350.0
226,26 boulevard de Ménilmontant SE-NO,2020-04-01,22773.0
318,38 rue Turbigo,2020-04-01,20456.0
174,2 avenue de la Porte de Bagnolet O-E,2020-04-01,674.0
708,Pont du Garigliano NO-SE,2020-04-01,10418.0
238,27 boulevard Diderot E-O,2020-04-01,8915.0
624,Pont National SO-NE,2020-04-01,34.0
330,39 quai François Mauriac,2020-04-01,14928.0
660,Pont de la Concorde S-N,2020-04-01,6901.0
139,16 avenue de la Porte des Ternes E-O,2020-05-01,9738.0
213,243 boulevard Saint Germain NO-SE,2020-05-01,33352.0
227,26 boulevard de Ménilmontant SE-NO,2020-05-01,88981.0
505,Face 104 rue d'Aubervilliers,2020-05-01,31481.0
331,39 quai François Mauriac,2020-05-01,70090.0
517,Face au 16 avenue de la  Porte des Ternes O-E,2020-05-01,15244.0
493,97 avenue Denfert Rochereau,2020-05-01,14453.0
529,Face au 25 quai de l'Oise,2020-05-01,86151.0
193,21 boulevard Auguste Blanqui SO-NE,2020-05-01,20043.0
7,10 avenue de la Grande Armée SE-NO,2020-05-01,19369.0
778,Voie Georges Pompidou,2020-05-01,83319.0
175,2 avenue de la Porte de Bagnolet O-E,2020-05-01,120.0
151,18 quai de l'Hôtel de Ville,2020-05-01,54142.0
541,Face au 4 avenue de la porte de Bagnolet,2020-05-01,31979.0
766,Totem Cours la Reine,2020-05-01,109619.0
163,180 avenue d'Italie N-S,2020-05-01,29969.0
19,10 boulevard Auguste Blanqui NE-SO,2020-05-01,25163.0
201,21 boulevard Saint Michel S-N,2020-05-01,56704.0
463,87 avenue de Flandre NE-SO,2020-05-01,45603.0
475,89 boulevard de Magenta NO-SE,2020-05-01,97134.0
343,44 avenue des Champs Elysées SE-NO,2020-05-01,36330.0
79,129 rue Lecourbe SO-NE,2020-05-01,28901.0
91,132 rue Lecourbe NE-SO,2020-05-01,36405.0
355,6 rue Julia Bartet,2020-05-01,72871.0
319,38 rue Turbigo,2020-05-01,85782.0
367,67 boulevard Voltaire SE-NO,2020-05-01,85123.0
307,36 quai de Grenelle,2020-05-01,94196.0
67,106 avenue Denfert Rochereau NE-SO,2020-05-01,38208.0
397,72 avenue de Flandre SO-NE,2020-05-01,37230.0
295,33 avenue des Champs Elysées NO-SE,2020-05-01,43282.0
409,72 boulevard Richard Lenoir  S-N,2020-05-01,89348.0
103,135 avenue Daumesnil SE-NO,2020-05-01,48039.0
275,3 avenue de la Porte D'Orléans S-N,2020-05-01,2228.0
421,72 boulevard Voltaire NO-SE,2020-05-01,90051.0
